steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,,
5.082,4,8.062212848,1,101,0.052,0,0.230859264,0,2,34.28842309,5,143.2688911,2,2149.986295,,0
,,,,,,,,,,,,,,,,
4.640666667,4,4.054077728,1,101,0.052,0,0.222027025,0,1,31.57981858,5,111.3953528,2,512.4399733,,1
,,,,,,,,,,,,,,,,1
5.016,5,3.250601585,1,22,0.048,0,0.213766227,0,1,29.94411944,6,107.2601918,2,513.419433,,2
,,,,,,,,,,,,,,,,2
5.091333333,5,3.305801701,1,23,0.064,0,0.255416001,0,2,41.02790116,6,160.555045,2,2149.954074,,3
,,,,,,,,,,,,,,,,3
5.232666667,5,5.471489702,1,101,0.058,0,0.247593753,0,2,38.95303978,6,164.8118192,2,2149.986295,,4
,,,,,,,,,,,,,,,,4
5.328,5,5.028493744,1,101,0.074,0,0.281408363,0,3,49.37759558,6,216.0894527,2,5028.255348,,5
,,,,,,,,,,,,,,,,5
5.532,5,4.927031831,1,101,0.059333333,0,0.236247516,0,1,36.09738427,6,118.5372222,2,514.8278427,,6
,,,,,,,,,,,,,,,,6
5.343333333,5,3.611480152,1,39,0.062,0,0.267374893,0,3,44.91021648,6,222.4639153,2,5023.896183,,7
,,,,,,,,,,,,,,,,7
5.280666667,5,3.552542689,1,24,0.062666667,0,0.255746402,0,2,41.28807478,6,167.9776334,2,2149.989,,8
,,,,,,,,,,,,,,,,8
5.608,5,4.999433568,1,101,0.063333333,0,0.259465262,0,3,42.79231922,6,197.7745189,2,5026.965826,,9
,,,,,,,,,,,,,,,,9
5.794666667,5,4.405357143,1,101,0.066666667,0,0.259914516,0,2,43.05430661,7,162.3045793,2,2149.989,,10
,,,,,,,,,,,,,,,,10
5.582666667,5,4.985228135,1,101,0.068666667,0,0.25810506,0,2,42.31702673,6,146.4605426,2,2149.954074,,11
,,,,,,,,,,,,,,,,11
5.877333333,5,5.122462255,1,101,0.072666667,0,0.274565515,0,2,47.6465407,7,181.5469436,2,2149.989,,12
,,,,,,,,,,,,,,,,12
5.668666667,5,4.330844978,1,101,0.074,0,0.27902927,0,2,48.8556547,6,189.5259091,2,2149.989,,13
,,,,,,,,,,,,,,,,13
5.952666667,5,5.124037427,1,101,0.078666667,0,0.283686838,0,3,50.74996414,7,205.6269473,2,5022.147118,,14
,,,,,,,,,,,,,,,,14
5.992666667,6,5.151499415,1,101,0.080666667,0,0.277175436,0,2,48.70076421,7,154.8362389,2,2149.989,,15
,,,,,,,,,,,,,,,,15
6.4,6,7.126944179,1,101,0.093333333,0,0.302140512,0,2,57.66202347,7,185.9448231,2,2149.989,,16
,,,,,,,,,,,,,,,,16
6.086666667,6,6.165643158,1,101,0.085333333,0,0.300085914,0,2,56.45647996,7,208.6589052,2,2149.964099,,17
,,,,,,,,,,,,,,,,17
6.324666667,6,6.291416763,1,101,0.078,0,0.289682585,0,3,53.08474882,7,223.9462633,2,5026.256364,,18
,,,,,,,,,,,,,,,,18
6.401333333,6,7.126962763,1,101,0.088666667,0,0.298001491,0,2,56.12770019,7,190.4144839,2,2149.964099,,19
,,,,,,,,,,,,,,,,19
6.165333333,6,6.349540526,1,101,0.09,0,0.299833287,0,2,56.50770233,7,191.2640954,2,2149.989,,20
,,,,,,,,,,,,,,,,20
6.598,6,7.2052108,1,101,0.09,0,0.302048561,0,2,57.73197151,7,197.9597533,2,2149.986295,,21
,,,,,,,,,,,,,,,,21
6.234666667,6,5.508260302,1,101,0.086666667,0,0.304119859,0,2,58.00906676,7,215.496858,2,2149.986295,,22
,,,,,,,,,,,,,,,,22
6.553333333,6,6.323118078,1,101,0.112,0,0.333850266,0,2,70.14582695,7,220.7554119,2,2149.986295,,23
,,,,,,,,,,,,,,,,23
6.808,6,6.904621834,1,101,0.095333333,0,0.315560172,0,2,62.83517893,7,219.3194742,2,2149.989,,24
,,,,,,,,,,,,,,,,24
6.970666667,6,7.835930463,1,101,0.098,0,0.314742223,0,2,62.79947663,7,208.4382934,2,2149.986295,,25
,,,,,,,,,,,,,,,,25
7.408,6,9.326317744,1,101,0.099333333,0,0.318537631,0,2,64.65112188,7,215.0942996,2,2149.964099,,26
,,,,,,,,,,,,,,,,26
7.765333333,6,10.03644683,1,101,0.128,0,0.362789195,0,3,83.86069701,8,274.5358239,2,5021.224242,,27
,,,,,,,,,,,,,,,,27
8.062666667,6,11.69649832,1,101,0.122666667,0,0.34969447,0,2,78.46594027,8,236.3796884,2,2149.989,,28
,,,,,,,,,,,,,,,,28
8.068666667,6,11.46251652,1,101,0.129333333,0,0.365977534,0,3,85.56800894,7,279.0863233,2,4974.405576,,29
,,,,,,,,,,,,,,,,29
8.623333333,6,12.818377,1,101,0.116,0,0.348153223,0,4,78.07493424,8,318.7230416,2,9182.817456,,30
,,,,,,,,,,,,,,,,30
8.686666667,6,12.55639899,1,101,0.132666667,0,0.376474287,0,3,90.86221489,8,298.5530298,2,5020.270752,,31
,,,,,,,,,,,,,,,,31
9.364,7,13.00890095,1,101,0.166,0,0.424001572,0,3,116.5659412,8,383.1020312,2,5026.965826,,32
,,,,,,,,,,,,,,,,32
10.59133333,7,14.0074382,1,101,0.182,0,0.461384872,0,4,138.5721297,9,487.279465,2,9095.696456,,33
,,,,,,,,,,,,,,,,33
11.27,8,13.19271642,1,101,0.228666667,0,0.501043799,0,3,168.2186229,10,489.7172605,2,5021.224242,,34
,,,,,,,,,,,,,,,,34
13.39266667,10,14.50663571,1,115,0.284666667,0,0.549816535,0,3,211.3483542,12,528.9103293,2,5022.147118,,35
,,,,,,,,,,,,,,,,35
14.026,10,14.88856353,1,124,0.324,0,0.591346486,0,5,249.99827,14,687.5135291,2,14508.35985,,36
,,,,,,,,,,,,,,,,36
14.34666667,11,13.98427053,1,114,0.32,0,0.549181209,0,4,221.0465722,15,503.3422329,2,9137.840909,,37
,,,,,,,,,,,,,,,,37
14.34466667,11,14.68079942,1,127,0.357333333,0,0.612355743,0,4,274.7423778,15,696.5379349,2,9135.380324,,38
,,,,,,,,,,,,,,,,38
15.27266667,11,15.78939474,1,114,0.391333333,0,0.676898482,0,6,336.4039021,15,991.9819397,2,21397.1063,,39
,,,,,,,,,,,,,,,,39
15.08733333,11,15.33087428,1,154,0.414666667,0,0.693819061,0,5,357.926016,15,944.2326879,2,14630.7097,,40
,,,,,,,,,,,,,,,,40
17.29533333,12,18.37084951,1,118,0.460666667,0,0.731518664,0,5,410.1515265,17,1059.800315,2,14337.08702,,41
,,,,,,,,,,,,,,,,41
17.002,12,18.33610271,1,110,0.482,0,0.726871836,0,5,416.3607464,18,1065.5133,2,14599.3154,,42
,,,,,,,,,,,,,,,,42
17.08133333,12,16.31044813,1,117,0.541333333,0,0.752966282,0,4,467.4378191,22,1035.369837,2,9149.756276,,43
,,,,,,,,,,,,,,,,43
17.67933333,13,17.21543415,1,115,0.565333333,0,0.816740405,0,6,540.7701981,21,1354.204604,2,21157.52815,,44
,,,,,,,,,,,,,,,,44
17.618,13,17.20372274,1,127,0.533333333,0,0.769126489,0,5,478.5456002,21,1133.264533,2,14541.56144,,45
,,,,,,,,,,,,,,,,45
18.842,13,18.62445622,1,123,0.602666667,0,0.816165561,0,5,562.2832231,29,1309.846327,2,14580.76678,,46
,,,,,,,,,,,,,,,,46
18.24533333,13,17.59957797,1,111,0.598,0,0.801080104,0,5,544.3457073,25.5,1147.043635,2,14630.7097,,47
,,,,,,,,,,,,,,,,47
19.59666667,14,19.29751251,1,123,0.663333333,0,0.852049816,0,6,636.2098346,40.5,1366.936861,2,21402.18138,,48
,,,,,,,,,,,,,,,,48
18.944,14,18.57951015,1,123,0.633333333,0,0.870376675,0,5,635.0216887,28,1444.013966,2,14520.99095,,49
,,,,,,,,,,,,,,,,49
18.60066667,13,18.1638799,1,120,0.652666667,0,0.857919706,0,6,634.7460284,29,1386.428053,2,21446.25525,,50
,,,,,,,,,,,,,,,,50
20.38866667,15,20.06520051,1,138,0.622,0,0.811038018,0,4,569.9290341,37,1185.683158,2,9160.979458,,51
,,,,,,,,,,,,,,,,51
18.85266667,14,18.61842169,1,110,0.638,0,0.854959648,0,6,622.7742001,28.5,1420.681643,2,21360.65639,,52
,,,,,,,,,,,,,,,,52
4.562,4,5.296239798,1,101,0.046,0,0.209485083,0,1,28.49816827,5,105.240689,2,512.4399733,,53
,,,,,,,,,,,,,,,,53
4.823333333,4,5.337676357,1,101,0.048666667,0,0.233019789,0,3,34.72174423,5,189.5365032,2,5028.829642,,54
,,,,,,,,,,,,,,,,54
5.019333333,5,4.180625099,1,101,0.054666667,0,0.233119902,0,2,34.79472493,6,135.6045543,2,2149.989,,55
,,,,,,,,,,,,,,,,55
5.170666667,5,4.249102598,1,101,0.068,0,0.262124652,0,2,43.08393438,6,163.35048,2,2149.913226,,56
,,,,,,,,,,,,,,,,56
5.224666667,5,4.246354306,1,101,0.053333333,0,0.230554886,0,2,34.30154387,6,134.6257833,2,2149.989,,57
,,,,,,,,,,,,,,,,57
5.596,5,7.246018493,1,126,0.059333333,0,0.244566737,0,2,38.37773261,6,148.8081781,2,2149.964099,,58
,,,,,,,,,,,,,,,,58
5.688,5,5.595830829,1,101,0.074666667,0,0.291704569,0,3,53.10576611,6,255.9435972,2,5026.965826,,59
,,,,,,,,,,,,,,,,59
6.062,5,7.971667914,1,106,0.062,0,0.254602959,0,3,41.632465,6,187.5109745,2,4871.847456,,60
,,,,,,,,,,,,,,,,60
5.987333333,5,6.668471056,1,101,0.078,0,0.277937643,0,2,48.85881904,6,169.6116557,2,2149.989,,61
,,,,,,,,,,,,,,,,61
6.382666667,5,8.787428495,1,101,0.082,0,0.295425117,0,2,54.98659951,6,206.972096,2,2149.986295,,62
,,,,,,,,,,,,,,,,62
6.507333333,5,9.037585199,1,129,0.091333333,0,0.312503156,0,4,61.36937448,6.5,298.8114919,2,9191.1621,,63
,,,,,,,,,,,,,,,,63
6.522666667,5,8.862213017,1,101,0.094,0,0.311711405,0,2,61.10888465,7,212.8289162,2,2149.989,,64
,,,,,,,,,,,,,,,,64
7.163333333,6,9.134950587,1,105,0.107333333,0,0.330372853,0,2,69.02951644,7,224.5423972,2,2149.964099,,65
,,,,,,,,,,,,,,,,65
7.541333333,6,10.17514741,1,133,0.103333333,0,0.331645728,0,4,69.87043376,7,322.9278821,2,9135.380324,,66
,,,,,,,,,,,,,,,,66
8.332666667,6,11.85779629,1,110,0.122,0,0.352773771,0,3,79.71893879,8,262.7121985,2,5016.170999,,67
,,,,,,,,,,,,,,,,67
9.06,6,14.17995299,1,118,0.127333333,0,0.36758612,0,3,86.85995102,8,288.0386275,2,5017.236971,,68
,,,,,,,,,,,,,,,,68
9.841333333,7,14.26866584,1,101,0.174666667,0,0.435306278,0,3,123.4626716,8,373.5613284,2,5027.63304,,69
,,,,,,,,,,,,,,,,69
10.96,7,17.47950419,1,112,0.178,0,0.443827294,0,4,129.3088801,9,424.9223709,2,9149.756276,,70
,,,,,,,,,,,,,,,,70
10.94666667,7,16.24729174,1,112,0.189333333,0,0.463486306,0,4,140.92719,9,465.6593264,2,9035.851167,,71
,,,,,,,,,,,,,,,,71
12.70666667,8,19.79186589,1,131,0.212,0,0.477900966,0,3,153.5521305,9,434.1501333,2,5012.820007,,72
,,,,,,,,,,,,,,,,72
12.32933333,8,18.45190703,1,115,0.222,0,0.510603564,0,5,174.146153,9,633.76544,2,14640.54682,,73
,,,,,,,,,,,,,,,,73
12.664,8,18.54537959,1,137,0.241333333,0,0.501090367,0,3,171.9456613,10,453.1097771,2,5026.256364,,74
,,,,,,,,,,,,,,,,74
13.464,9,18.65724267,1,113,0.254666667,0,0.511675244,0,3,181.5891301,11,453.2209508,2,5021.224242,,75
,,,,,,,,,,,,,,,,75
14.40933333,9,20.77634343,1,108,0.277333333,0,0.551742291,0,3,212.1523878,11,537.7069873,2,5024.719636,,76
,,,,,,,,,,,,,,,,76
13.67933333,9,19.1934843,1,118,0.284666667,0,0.528802,0,3,198.7068914,11,463.5705925,2,5023.896183,,77
,,,,,,,,,,,,,,,,77
13.31333333,8,18.66252454,1,115,0.305333333,0,0.575127425,0,4,233.8420396,11,640.3906564,2,9165.258405,,78
,,,,,,,,,,,,,,,,78
12.89133333,8,17.92185421,1,123,0.29,0,0.554286328,0,5,215.9176439,11,632.0954266,2,14613.60048,,79
,,,,,,,,,,,,,,,,79
13.54333333,8,19.09300366,1,122,0.304666667,0,0.562000791,0,5,225.433917,11,670.3073731,2,14516.80413,,80
,,,,,,,,,,,,,,,,80
14.79066667,9,21.1662667,1,116,0.31,0,0.576685934,0,3,237.3335728,11,603.9273575,2,5027.63304,,81
,,,,,,,,,,,,,,,,81
14.90733333,9,21.00473152,1,129,0.328,0,0.603668783,0,4,261.1460645,12,702.5721921,2,9156.577725,,82
,,,,,,,,,,,,,,,,82
14.85266667,9,21.1816027,1,117,0.32,0,0.578734251,0,5,241.707934,11,665.4229002,2,14537.49672,,83
,,,,,,,,,,,,,,,,83
16.004,9,23.07495,1,142,0.290666667,0,0.559326579,0,3,221.7536917,12,563.5380398,2,5026.965826,,84
,,,,,,,,,,,,,,,,84
14.944,9,20.70628401,1,138,0.336666667,0,0.616972897,0,4,272.9440276,11.5,764.8674861,2,9186.292042,,85
,,,,,,,,,,,,,,,,85
16.23266667,9,22.59046701,1,125,0.300666667,0,0.580459205,0,6,238.5539821,12,770.6926952,2,21446.25525,,86
,,,,,,,,,,,,,,,,86
17.61,10,24.57425279,1,124,0.365333333,0,0.640727364,0,6,301.8908618,13,860.7431102,2,20974.48294,,87
,,,,,,,,,,,,,,,,87
17.132,9,23.99833139,1,127,0.318666667,0,0.596477065,0,4,254.6374185,12,655.4900897,2,9130.385131,,88
,,,,,,,,,,,,,,,,88
18.01333333,10,24.58034083,1,164,0.37,0,0.639609256,0,4,302.3051314,13,718.7080268,2,9181.016834,,89
,,,,,,,,,,,,,,,,89
17.12533333,9,24.14584074,1,149,0.324,0,0.58340152,0,4,247.1167623,12,618.4822215,2,9122.713139,,90
,,,,,,,,,,,,,,,,90
18.29666667,10,24.74950482,1,137,0.356666667,0,0.669419317,0,5,321.8151794,13,972.1115945,2,14630.7097,,91
,,,,,,,,,,,,,,,,91
18.45133333,10,25.24975838,1,132,0.376,0,0.652143134,0,4,314.3085279,14,796.5869606,2,9169.408691,,92
,,,,,,,,,,,,,,,,92
18.59866667,10,25.38115308,1,133,0.39,0,0.678650622,0,5,339.8449168,14,941.4421067,2,14650.03817,,93
,,,,,,,,,,,,,,,,93
17.68866667,10,24.03921251,1,145,0.38,0,0.650845604,0,5,314.8068091,14,890.2934093,2,14678.83509,,94
,,,,,,,,,,,,,,,,94
17.872,10,24.62924311,1,138,0.374666667,0,0.687719581,0,5,341.8283642,13,1069.396811,2,14673.4613,,95
,,,,,,,,,,,,,,,,95
19.29733333,10,25.76891395,1,116,0.39,0,0.683544683,0,4,344.6274377,15,896.6001923,2,9171.433554,,96
,,,,,,,,,,,,,,,,96
19.12266667,11,25.31654833,1,137,0.396666667,0,0.662813867,0,5,330.2355177,15,841.2788357,2,14576.96928,,97
,,,,,,,,,,,,,,,,97
17.382,10,23.43168957,1,138,0.395333333,0,0.649393221,0,5,317.8829417,13,788.3253772,2,14516.80413,,98
,,,,,,,,,,,,,,,,98
17.552,10,23.18814272,1,122,0.408666667,0,0.689196311,0,5,354.0793195,14,909.1306885,2,14653.1211,,99
,,,,,,,,,,,,,,,,99
17.46333333,10,23.19127686,1,126,0.392666667,0,0.675139163,0,5,337.0801856,13,874.9533847,2,14446.75615,,100
,,,,,,,,,,,,,,,,100
18.78066667,11,25.0564009,1,182,0.455333333,0,0.715545169,0,5,396.2305491,15,978.9692827,2,14653.1211,,101
,,,,,,,,,,,,,,,,101
17.1,10,22.42853837,1,126,0.442,0,0.702355086,0,5,378.1527464,14,952.8871605,2,14623.96975,,102
,,,,,,,,,,,,,,,,102
18.13133333,11,23.45561947,1,122,0.447333333,0,0.753144224,0,6,425.1881804,14,1258.482503,2,21487.15181,,103
,,,,,,,,,,,,,,,,103
18.33933333,11,23.06076436,1,120,0.482666667,0,0.794375786,0,5,478.8194197,15,1297.769105,2,14627.35745,,104
,,,,,,,,,,,,,,,,104
18.57933333,11,23.8452729,1,145,0.495333333,0,0.799569606,0,5,489.3287352,16,1320.457051,2,14678.83509,,105
,,,,,,,,,,,,,,,,105
19.042,11,24.24687408,1,172,0.472,0,0.781376563,0,6,462.0046683,16,1371.650881,2,21328.19556,,106
,,,,,,,,,,,,,,,,106
18.82733333,11,24.31205845,1,135,0.492,0,0.795363229,0,7,485.1133249,16.5,1480.760352,2,29109.32955,,107
,,,,,,,,,,,,,,,,107
19.01466667,11,24.13638577,1,127,0.49,0,0.772377283,0,5,461.4596392,16.5,1138.664432,2,14599.3154,,108
,,,,,,,,,,,,,,,,108
18.926,11,24.41751811,1,138,0.493333333,0,0.797886096,0,7,486.5890377,16,1430.371621,2,28997.88756,,109
,,,,,,,,,,,,,,,,109
20.856,12,25.72097582,1,202,0.578666667,0,0.878528062,0,7,613.3423563,21,1764.276313,2,28595.42716,,110
,,,,,,,,,,,,,,,,110
20.776,12,25.52262703,1,173,0.534666667,0,0.831543678,0,7,541.6858585,20,1600.292266,2,29249.23885,,111
,,,,,,,,,,,,,,,,111
21.13266667,12,25.81220124,1,163,0.596,0,0.896354097,0,7,642.476755,22,1815.152572,2,29456.15733,,112
,,,,,,,,,,,,,,,,112
23.476,13,28.38955367,1,181,0.634,0,0.938816986,0,8,713.3932741,29,1943.023744,2,38723.50044,,113
,,,,,,,,,,,,,,,,113
23.726,13,27.98297561,1,143,0.649333333,0,0.956921917,0,8,745.3319058,34,2164.202879,2,39021.0888,,114
,,,,,,,,,,,,,,,,114
25.70666667,13,31.59007158,1,237,0.654666667,0,1.036377452,0,13,852.0380455,30.5,3678.760038,2,115408.6954,,115
,,,,,,,,,,,,,,,,115
29.10866667,15,33.21077423,1,179,0.724,0,1.094755985,0,9,971.2461439,102,2919.80514,2,50125.09521,,116
,,,,,,,,,,,,,,,,116
30.226,15,34.07601684,1,165,0.750666667,0,1.199096697,0,8,1137.312777,102,3602.491676,2,38723.50044,,117
,,,,,,,,,,,,,,,,117
36.41466667,19,37.7286812,1,193,0.88,0,1.326750416,0,10,1447.336041,102,4412.148571,2,62609.24201,,118
,,,,,,,,,,,,,,,,118
41.392,23,40.04720135,1,212,0.950666667,0,1.397700333,0,11,1638.220237,102,4939.059313,2,77051.02578,,119
,,,,,,,,,,,,,,,,119
46.532,27,43.04934737,1,227,1.148,1,1.534740803,0,10,2099.559914,509.2749466,5356.787971,2,62991.81073,,120
,,,,,,,,,,,,,,,,120
47.896,29,43.00592034,1,264,1.125333333,1,1.517989313,0,10,2041.582252,508.1302949,5160.06195,2,62731.20301,,121
,,,,,,,,,,,,,,,,121
48.50066667,30,42.99715494,1,224,1.215333333,1,1.669620183,0,13,2464.933107,509.2749466,6720.400121,2,115389.3467,,122
,,,,,,,,,,,,,,,,122
50.546,34,43.32991135,1,225,1.337333333,1,1.757518958,0,13,2819.620961,511.9371337,6947.689267,2,115291.9385,,123
,,,,,,,,,,,,,,,,123
51.10666667,36,43.34382642,1,205,1.386666667,1,1.742743686,0,11,2854.593767,512.9339571,6620.170118,2,76287.07053,,124
,,,,,,,,,,,,,,,,124
51.88,35,43.92304179,1,250,1.42,1,1.839818832,0,12,3135.587189,512.4399733,7891.885504,2,95082.90066,,125
,,,,,,,,,,,,,,,,125
49.802,34,43.00629562,1,218,1.468666667,1,1.82565556,0,10,3166.113312,512.9339571,7042.103335,2,62456.51342,,126
,,,,,,,,,,,,,,,,126
50.62733333,36,43.61955738,1,240,1.692,1,2.038905589,0,14,4105.067466,517.0299792,9775.672193,2,141291.8497,,127
,,,,,,,,,,,,,,,,127
47.49666667,31,42.79315353,1,282,1.598666667,1,1.935354805,0,12,3650.634151,514.8278427,8248.242621,2,93632.34154,,128
,,,,,,,,,,,,,,,,128
48.68533333,34,42.19318647,1,262,1.698666667,1,2.074575833,0,14,4214.943102,515.2821946,9886.718587,2,140860.7547,,129
,,,,,,,,,,,,,,,,129
48.00333333,32,43.18454186,1,232,1.717333333,1,2.086807663,0,13,4267.351706,515.2821946,9563.972984,2,114952.7673,,130
,,,,,,,,,,,,,,,,130
47.33866667,31,42.58696168,1,228,1.783333333,1,2.065039682,0,11,4328.644697,517.8647178,9113.780316,2,77306.8679,,131
,,,,,,,,,,,,,,,,131
51.13333333,34,45.56509873,1,243,1.814666667,1,2.140790716,0,14,4608.099645,519.4621783,10227.32951,2,140174.8307,,132
,,,,,,,,,,,,,,,,132
49.31866667,33,43.26391628,1,234,1.748666667,1,2.137950316,0,14,4477.052442,515.2821946,10321.84337,2,141044.1211,,133
,,,,,,,,,,,,,,,,133
49.85466667,33,45.30672001,1,260,1.815333333,1,2.174373064,0,12,4698.874423,517.0299792,10313.39723,2,93862.54653,,134
,,,,,,,,,,,,,,,,134
47.59733333,28,44.09348243,1,249,1.656666667,1,2.055266947,0,12,4059.661825,513.419433,8960.224457,2,94308.07159,,135
,,,,,,,,,,,,,,,,135
50.924,34,46.62681157,1,270,1.912666667,1,2.267092019,0,13,5178.012324,518.2728733,11442.96929,2,115193.4426,,136
,,,,,,,,,,,,,,,,136
49.19733333,34,43.53582118,1,248,1.819333333,1,2.140099582,0,11,4598.122184,517.0299792,9429.775452,2,77568.48058,,137
,,,,,,,,,,,,,,,,137
50.468,34,44.62701322,1,237,1.822666667,1,2.160991953,0,12,4669.247705,517.8647178,9989.27861,2,94901.53011,,138
,,,,,,,,,,,,,,,,138
50.16733333,33,46.3744973,1,278,1.896,1,2.342616201,0,13,5367.530637,517.2402247,11991.65126,2,113978.9253,,139
,,,,,,,,,,,,,,,,139
50.00533333,32,45.1533532,1,228,1.936666667,1,2.261118209,0,12,5197.071249,519.0714721,10901.4491,2,93671.03829,,140
,,,,,,,,,,,,,,,,140
52.17066667,35,46.90003774,1,244,1.893333333,1,2.268175968,0,13,5114.817491,518.6750797,10572.60557,2,113555.1847,,141
,,,,,,,,,,,,,,,,141
51.978,33,47.04062269,1,268,1.803333333,1,2.316172609,0,18,5307.123706,515.7293808,17296.49867,2,471329.3554,,142
,,,,,,,,,,,,,,,,142
50.93466667,34,46.81386972,1,281,1.998666667,1,2.457369506,0,15,5993.561654,517.4504703,13943.0319,2,174796.1384,,143
,,,,,,,,,,,,,,,,143
53.32733333,34,49.13691266,1,277,2.117333333,1,2.486945829,0,14,6329.614416,524.2327457,13524.9298,2,139204.3659,,144
,,,,,,,,,,,,,,,,144
55.178,37,50.84085938,1,373,2.237333333,1,2.608385111,0,17,7092.630098,522.2219379,15714.75573,2,312381.9649,,145
,,,,,,,,,,,,,,,,145
53.428,35.5,49.44600573,1,267,2.044666667,1,2.416886059,0,17,6053.339187,520.2270107,15726.6304,2,319119.8846,,146
,,,,,,,,,,,,,,,,146
57.82266667,40.5,50.8494171,1,303,2.261333333,1,2.682232569,0,15,7403.603662,535.0822455,16207.29707,2,177102.6602,,147
,,,,,,,,,,,,,,,,147
60.26533333,43,52.95724311,1,329,2.259333333,1,2.618666242,0,17,7239.72691,538.6238573,17219.97555,2,313977.7582,,148
,,,,,,,,,,,,,,,,148
57.97933333,39,51.27345226,1,290,2.205333333,1,2.604196272,0,15,6956.822938,536.4819059,15020.46239,2,175379.4345,,149
,,,,,,,,,,,,,,,,149
57.826,40,51.74260389,1,274,2.214666667,1,2.625119341,0,17,7154.247506,537.1033308,17356.29661,2,316413.5696,,150
,,,,,,,,,,,,,,,,150
57.16466667,39,51.1513462,1,303,2.276,1,2.603297396,0,15,7123.38318,537.0370521,14781.62114,2,177003.4394,,151
,,,,,,,,,,,,,,,,151
59.884,43,53.12940062,1,416,2.369333333,1,2.74413184,0,16,7908.510111,537.5525946,16824.4698,2,223178.5702,,152
,,,,,,,,,,,,,,,,152
62.018,44.5,55.03337481,1,438,2.525333333,1,2.970750448,0,18,9469.694554,538.142883,23260.86839,2,470791.2097,,153
,,,,,,,,,,,,,,,,153
58.89133333,43.5,49.98327245,1,274,2.293333333,1,2.723347613,0,14,7632.365307,537.0370521,16468.43558,2,142001.9937,,154
,,,,,,,,,,,,,,,,154
57.56333333,39,51.7030559,1,301,2.302666667,1,2.832500584,0,16,8151.499604,530.2963278,18960.58903,2,228602.4485,,155
,,,,,,,,,,,,,,,,155
58.67466667,42,50.72044451,1,320,2.306,1,2.725502522,0,17,7771.388614,536.9020199,18203.29672,2,315981.461,,156
,,,,,,,,,,,,,,,,156
61.82333333,44,54.57407311,1,330,2.442,1,2.982164091,0,20,9867.916856,537.5525946,39569.20805,2,1309677.898,,157
,,,,,,,,,,,,,,,,157
66.64666667,50,57.74268631,1,336,2.712666667,2,3.118243024,0,19,11041.25041,2068.165,31418.89813,2,758216.8564,,158
,,,,,,,,,,,,,,,,158
62.26333333,45,55.30930593,1,322,2.476,1,3.051134871,0,24,20807.78973,537.4273648,443351.3203,2,17164109.58,,159
,,,,,,,,,,,,,,,,159
59.00066667,38,56.89666071,1,338,2.868666667,2,3.403246228,0,20,14005.65835,2133.199634,50103.88062,2,1313261.53,,160
,,,,,,,,,,,,,,,,160
59.52866667,37,58.17121721,1,407,2.816666667,2,3.354458062,0,17,12427.71478,2037.093481,30117.09688,2,318010.9935,,161
,,,,,,,,,,,,,,,,161
61.18266667,40,58.1379506,1,332,2.971333333,2,3.529661677,0,18,14453.87806,2114.622807,38508.29151,2,472852.0358,,162
,,,,,,,,,,,,,,,,162
60.23133333,38.5,58.87427694,1,364,2.95,2,3.487620966,0,21,14987.42969,2137.15832,68902.24769,2,2383788.107,,163
,,,,,,,,,,,,,,,,163
64.00333333,40,60.79629914,1,313,2.973333333,2,3.492366278,0,20,14875.32587,2130.568559,50881.45038,2,1310006.342,,164
,,,,,,,,,,,,,,,,164
66.02666667,45,61.37414729,1,409,3.176,2,3.64358212,0,19,16234.94227,2141.212509,45618.93544,2,761633.4068,,165
,,,,,,,,,,,,,,,,165
67.20866667,44.5,64.84334809,1,404,3.295333333,2,3.697762146,0,20,17099.99099,2144.850385,50638.11852,2,1307734.414,,166
,,,,,,,,,,,,,,,,166
65.902,42.5,61.49187802,1,350,3.148,2,3.503630879,0,18,14617.5658,2144.43781,34775.05429,2,472032.1561,,167
,,,,,,,,,,,,,,,,167
68.40733333,48.5,62.2147363,1,406,3.278,2,3.713316038,0,20,17151.03302,2144.012715,50878.86658,2,1310933.809,,168
,,,,,,,,,,,,,,,,168
71.10066667,49,64.61246422,1,381,3.596666667,2,3.992742026,0,17,19546.4219,2147.514457,41881.957,2,318286.8384,,169
,,,,,,,,,,,,,,,,169
69.182,49,62.96970337,1,353,3.502,2,3.976681531,0,19,19953.22834,2146.010269,52111.32952,2,759551.157,,170
,,,,,,,,,,,,,,,,170
72.26933333,51,66.71187395,1,365,3.595333333,2,3.992440134,0,20,20962.07906,2147.951238,59023.46661,2,1306330.722,,171
,,,,,,,,,,,,,,,,171
74.94933333,56,67.14348888,1,373,3.710666667,2,4.151500077,0,19,22870.35218,2146.542824,58465.72057,2,760433.4354,,172
,,,,,,,,,,,,,,,,172
73.222,54,65.99289393,1,406,3.634,2,3.99983883,0,20,21763.66114,2148.221271,67275.67838,2,1311602.578,,173
,,,,,,,,,,,,,,,,173
74.29733333,54.5,64.16820287,1,369,3.75,2,3.998437195,0,22,25675.28236,2149.739063,135817.4691,2,4518178.253,,174
,,,,,,,,,,,,,,,,174
74.86733333,53,68.26348267,1,379,3.804,2,4.153101331,0,20,24406.18057,2148.930469,73673.08925,2,1308844.147,,175
,,,,,,,,,,,,,,,,175
