steps_mean,steps_median,steps_std,steps_min,steps_max,apples_mean,apples_median,apples_std,apples_min,apples_max,fitness_mean,fitness_median,fitness_std,fitness_min,fitness_max,,
21.96533333,13,26.85477235,1,130,0.622,0,0.889447019,0,8,655.9113492,102,2154.45684,2,39401.24981,,
,,,,,,,,,,,,,,,,
21.982,13,26.91163954,1,133,0.684666667,0,0.887636312,0,5,689.4246911,102,1452.037406,2,14588.27528,,
,,,,,,,,,,,,,,,,
22.07333333,13,26.75605767,1,154,0.651333333,0,0.878880854,0,8,660.8908414,102,1813.999683,2,39110.69102,,
,,,,,,,,,,,,,,,,
23.48866667,14,27.61367786,1,143,0.696666667,0,0.949730956,0,7,769.8659669,102,2018.270541,2,29456.15733,,
,,,,,,,,,,,,,,,,
23.12466667,13,27.92768862,1,216,0.714666667,0,0.985182668,0,9,823.0193373,102,2298.261197,2,48684.3426,,
,,,,,,,,,,,,,,,,
23.512,14,27.14279259,1,161,0.789333333,0,1.075617445,0,10,997.4064358,102,3240.97669,2,62915.20766,,
,,,,,,,,,,,,,,,,
25.93266667,15,28.83812522,1,138,0.793333333,1,1.010588387,0,7,915.4439833,505.9847182,2158.439152,2,29646.77865,,
,,,,,,,,,,,,,,,,
28.14066667,16,30.70267436,1,163,0.858,1,1.138055066,0,10,1141.243941,505.6634568,3094.114399,2,63429.91257,,
,,,,,,,,,,,,,,,,
29.626,16,32.53413782,1,165,0.870666667,1,1.178956978,0,8,1209.623623,505.6634568,3240.187989,2,39238.34974,,
,,,,,,,,,,,,,,,,
30.70733333,17,33.09262274,1,156,0.864666667,1,1.115803846,0,8,1115.176994,506.9300995,2798.117297,2,39286.92128,,
,,,,,,,,,,,,,,,,
31.03066667,17,32.46278474,1,157,0.962,1,1.195222155,0,8,1321.353869,508.7090445,3172.870129,2,39379.25772,,
,,,,,,,,,,,,,,,,
34.08733333,20,34.35863365,1,170,1.098,1,1.341291418,0,11,1700.083887,509.2749466,4202.883432,2,77353.82484,,
,,,,,,,,,,,,,,,,
32.36533333,20,32.09853369,1,173,1.094,1,1.333603139,0,10,1683.63568,509.8288325,4148.273546,2,62876.38685,,
,,,,,,,,,,,,,,,,
31.41,18,31.76409766,1,147,1.099333333,1,1.377969359,0,10,1764.677013,509.2749466,4464.461913,2,63104.01196,,
,,,,,,,,,,,,,,,,
33.67333333,21,33.20632403,1,196,1.192,1,1.402070849,0,12,1922.949681,511.4250542,4969.868613,2,94522.86685,,
,,,,,,,,,,,,,,,,
37.24533333,22,35.32747484,1,172,1.139333333,1,1.349538028,0,8,1759.809877,509.8288325,3733.69509,2,39205.14911,,
,,,,,,,,,,,,,,,,
37.966,23,36.18122226,1,180,1.206,1,1.430465192,0,8,1984.600608,511.4250542,4251.1703,2,39039.27887,,
,,,,,,,,,,,,,,,,
37.996,23,36.11500128,1,177,1.212666667,1,1.430421694,0,8,1996.357516,511.681094,4638.070438,2,39213.50886,,
,,,,,,,,,,,,,,,,
39.11133333,24,36.39188927,1,176,1.231333333,1,1.463495207,0,10,2080.496576,511.4250542,4834.753145,2,63128.48711,,
,,,,,,,,,,,,,,,,
40.46066667,25,37.91292374,1,204,1.259333333,1,1.502468931,0,10,2187.524438,511.9371337,4952.572851,2,62227.58694,,
,,,,,,,,,,,,,,,,
41.24,25,38.34655656,1,210,1.25,1,1.551182345,0,13,2282.025177,510.9033072,6255.108393,2,113868.5612,,
,,,,,,,,,,,,,,,,
45.242,29,39.97942099,1,202,1.329333333,1,1.621379934,0,12,2526.49076,512.9339571,6179.693208,2,95082.90066,,
,,,,,,,,,,,,,,,,
44.278,28,38.57276305,1,206,1.352666667,1,1.608402796,0,12,2532.925704,514.8278427,6047.68722,2,94680.22675,,
,,,,,,,,,,,,,,,,
44.24,29,38.79310592,1,220,1.322666667,1,1.525304196,0,10,2321.413338,514.3660984,5209.316879,2,62991.81073,,
,,,,,,,,,,,,,,,,
42.59866667,27,38.16501362,1,205,1.292,1,1.582846381,0,12,2400.91586,512.9339571,6179.760198,2,94951.54685,,
,,,,,,,,,,,,,,,,
43.68466667,28,38.60802893,1,203,1.377333333,1,1.634305017,0,11,2621.265689,513.419433,6006.433827,2,76803.33381,,
,,,,,,,,,,,,,,,,
42.34866667,27,38.25771075,1,229,1.427333333,1,1.674331575,0,11,2783.374594,514.3660984,6579.586446,2,77861.40529,,
,,,,,,,,,,,,,,,,
43.18666667,27,38.83117076,1,218,1.485333333,1,1.750176626,0,14,3044.031624,514.8278427,7220.133013,2,140486.3053,,
,,,,,,,,,,,,,,,,
41.00133333,26,37.21021363,1,191,1.440666667,1,1.646758297,0,10,2742.362032,514.3660984,5969.658431,2,63091.71064,,
,,,,,,,,,,,,,,,,
42.394,27,38.41308931,1,240,1.471333333,1,1.681223232,0,11,2862.40033,514.1314077,6197.320913,2,76752.92978,,
,,,,,,,,,,,,,,,,
40.63666667,27,36.57931094,1,183,1.523333333,1,1.777298199,0,12,3169.874072,515.2821946,7492.051268,2,93994.59447,,
,,,,,,,,,,,,,,,,
41.19333333,27,37.58682334,1,188,1.546666667,1,1.737379892,0,12,3115.339682,515.2821946,7054.782023,2,95033.99372,,
,,,,,,,,,,,,,,,,
42.318,27,38.21187698,1,211,1.553333333,1,1.778901034,0,12,3225.795738,515.7293808,7670.869111,2,93824.51166,,
,,,,,,,,,,,,,,,,
42.92066667,28,37.62897429,1,201,1.607333333,1,1.880375731,0,13,3561.264882,515.9494963,8300.962268,2,114066.6116,,
,,,,,,,,,,,,,,,,
42.49333333,29,36.89660267,1,200,1.610666667,1,1.69875039,0,9,3129.151019,518.2728733,5827.537128,2,49956.35657,,
,,,,,,,,,,,,,,,,
41.478,27,37.36413855,1,203,1.586,1,1.761042494,0,12,3229.778524,515.7293808,6724.503375,2,94380.28533,,
,,,,,,,,,,,,,,,,
42.89666667,29,38.20358607,1,204,1.573333333,1,1.827372127,0,13,3368.779407,515.2821946,7797.289304,2,116038.1766,,
,,,,,,,,,,,,,,,,
42.66,28,38.22261634,1,195,1.668666667,1,1.802281394,0,11,3471.655102,517.4504703,6946.856556,2,77446.73756,,
,,,,,,,,,,,,,,,,
42.92666667,28,37.49631034,1,193,1.690666667,1,1.808953534,0,11,3529.588289,518.6750797,7120.067554,2,77018.42663,,
,,,,,,,,,,,,,,,,
43.08733333,29,37.54824061,1,202,1.667333333,1,1.789413187,0,11,3443.278075,519.0714721,7018.056048,2,77917.89492,,
,,,,,,,,,,,,,,,,
43.52733333,29,37.73534046,1,204,1.786,1,1.897771676,0,12,3934.907043,521.3344545,8339.122207,2,95305.29344,,
,,,,,,,,,,,,,,,,
41.40066667,28,37.57776115,1,224,1.757333333,1,1.947591561,0,15,4022.397083,518.0687955,9420.921181,2,175651.6093,,
,,,,,,,,,,,,,,,,
43.29733333,27,39.59459045,1,212,1.742666667,1,1.97866442,0,12,4042.831347,516.1696118,8756.026453,2,94934.91977,,
,,,,,,,,,,,,,,,,
44.984,30,39.97563938,1,228,1.812,1,1.995826312,0,13,4236.902074,522.2219379,9221.946708,2,115272.3255,,
,,,,,,,,,,,,,,,,
47.12133333,32,40.0078652,1,205,1.834666667,1,2.044015221,0,14,4425.790262,522.044945,10307.50871,2,140744.826,,
,,,,,,,,,,,,,,,,
46.27866667,32,39.78766574,1,200,1.860666667,1,1.98693723,0,13,4303.634155,521.693391,8700.55017,2,115311.508,,
,,,,,,,,,,,,,,,,
48.892,34,40.69657237,1,196,1.905333333,1,2.120150519,0,12,4768.225269,522.2219379,10388.64202,2,95082.90066,,
,,,,,,,,,,,,,,,,
50.46333333,35,42.27460217,1,215,1.994,1,2.194682361,0,14,5185.562317,536.9020199,11478.25706,2,142206.4943,,
,,,,,,,,,,,,,,,,
50.92533333,36.5,42.28747362,1,231,2.194666667,1.5,2.268502786,0,14,5880.076603,1291.885061,12138.90624,2,141556.0247,,
,,,,,,,,,,,,,,,,
51.82533333,36,43.15548816,1,246,2.172666667,1,2.376030209,0,14,6171.774405,538.5729651,13692.70405,2,141112.1965,,
,,,,,,,,,,,,,,,,
53.54933333,39,43.39890436,1,245,2.286666667,1.5,2.496228266,0,14,6861.601254,1292.876041,14850.12517,2,141664.1461,,
,,,,,,,,,,,,,,,,
57.31133333,45,43.86503245,1,232,2.517333333,2,2.628377108,0,17,8069.04868,2133.199634,18090.14797,2,318195.3108,,
,,,,,,,,,,,,,,,,
58.46,46,45.25653249,2,234,2.654,2,2.620105087,0,17,8402.877844,2141.702247,17361.82418,3,319436.0891,,
,,,,,,,,,,,,,,,,
58.84066667,47,44.41935704,1,223,2.608,2,2.642915562,0,16,8371.877464,2141.94991,17817.99237,2,229728.8385,,
,,,,,,,,,,,,,,,,
59.96466667,47,46.46826248,2,343,2.860666667,2,2.871686999,0,17,10112.16698,2146.010269,21280.52196,3,318256.3764,,
,,,,,,,,,,,,,,,,
60.92066667,48,45.60210199,1,232,2.845333333,2,2.813078661,0,16,9777.898503,2146.010269,19750.58443,2,231484.2762,,
,,,,,,,,,,,,,,,,
58.88866667,43.5,47.56364443,1,225,2.761333333,2,2.816446619,0,14,9378.696626,2140.706202,17738.56072,2,140952.7679,,
,,,,,,,,,,,,,,,,
60.59133333,48,45.93346266,1,222,2.892666667,2,2.840389566,0,15,9958.847822,2145.6369,18632.09527,2,177587.4855,,
,,,,,,,,,,,,,,,,
63.45266667,51,48.30282006,1,338,2.956,2,2.802272411,0,16,10071.69248,2147.665227,19257.57012,2,231301.9843,,
,,,,,,,,,,,,,,,,
59.51866667,47,46.05756165,1,267,2.869333333,2,2.782850976,0,17,9832.653502,2146.715677,20927.26736,2,317511.4808,,
,,,,,,,,,,,,,,,,
60.902,51,45.98907547,1,247,3.017333333,2,2.957425607,0,16,10929.32968,2147.665227,20872.73941,2,231037.1637,,
,,,,,,,,,,,,,,,,
61.61466667,47,49.16271811,1,285,3.159333333,2,3.057332098,0,18,12098.02746,2149.313421,25529.45006,2,470500.4713,,
,,,,,,,,,,,,,,,,
63.182,52,48.26187808,1,280,3.387333333,2,3.185588311,0,18,13659.16343,2149.765303,27997.63682,2,473383.5005,,
,,,,,,,,,,,,,,,,
65.666,52,50.26509502,1,304,3.528,3,3.331648641,0,20,15404.50423,4789.243833,42771.84411,2,1312931.136,,
,,,,,,,,,,,,,,,,
70.898,61,51.68301716,2,295,3.645333333,3,3.296595955,0,16,14951.32834,4923.948956,25252.29446,3,231090.5333,,
,,,,,,,,,,,,,,,,
68.19733333,57,51.50602288,1,320,3.513333333,2,3.285598204,0,18,14640.32454,2149.987647,29432.83583,2,472205.1284,,
,,,,,,,,,,,,,,,,
72.08466667,63,52.83199944,1,286,3.801333333,3,3.49292593,0,19,17119.2613,4961.614291,34776.97151,2,760828.3087,,
,,,,,,,,,,,,,,,,
73.65,65,52.72226127,1,341,3.896,3,3.457723336,0,18,17406.69262,4987.890025,32895.81583,2,473902.0981,,
,,,,,,,,,,,,,,,,
73.602,65,51.9494844,1,347,3.727333333,3,3.379100406,0,19,16450.44057,4958.965077,36676.41744,2,762041.8137,,
,,,,,,,,,,,,,,,,
72.82,60,54.08292029,1,336,3.724,3,3.45559797,0,18,16519.89763,4838.336819,32130.00795,2,470427.3899,,
,,,,,,,,,,,,,,,,
75.616,67,54.43260552,1,318,3.896666667,3,3.651208324,0,20,19838.75016,4942.445153,58550.39044,2,1312294.264,,
,,,,,,,,,,,,,,,,
75.95866667,68,55.62844259,1,282,4.004666667,3,3.756147613,0,19,20384.13986,4969.384938,45684.72579,2,759848.3239,,
,,,,,,,,,,,,,,,,
79.96066667,72,56.72738715,1,309,4.347333333,3,3.903506059,0,18,22687.37016,5005.486448,41702.42305,2,472513.6374,,
,,,,,,,,,,,,,,,,
80.58933333,73,56.17770038,1,344,4.251333333,3,3.843283955,0,21,23997.81601,5001.532217,82708.7613,2,2386999.454,,
,,,,,,,,,,,,,,,,
80.724,75,57.92490389,1,381,4.402,3,3.867349997,0,18,22882.3587,5009.253364,42773.23782,2,472784.7323,,
,,,,,,,,,,,,,,,,
80.29733333,77,55.61428707,1,329,4.300666667,3,3.839913136,0,22,24814.67994,5000.174477,123394.8295,2,4511680.265,,
,,,,,,,,,,,,,,,,
78.88333333,73,56.08825536,2,349,4.256,3,3.802253367,0,21,23406.72831,4995.987483,79228.58036,3,2383600.643,,
,,,,,,,,,,,,,,,,
84.602,84,59.33225876,1,344,4.674666667,3.5,4.074738219,0,22,28540.14669,6832.356048,124339.7711,2,4515295.923,,
,,,,,,,,,,,,,,,,
84.37133333,81,60.88370426,1,408,4.570666667,4,4.082606139,0,22,28839.72488,8754.114118,129106.6666,2,4514061.919,,
,,,,,,,,,,,,,,,,
88.04866667,83,63.58579216,2,351,4.871333333,4,4.251601058,0,27,124163.5032,9019.82295,3483774.149,3,134707406.7,,
,,,,,,,,,,,,,,,,
97.23866667,93.5,66.15802575,1,418,5.803333333,5,4.644780822,0,21,47600.06206,14446.746,144921.4879,2,2388452.487,,
,,,,,,,,,,,,,,,,
97.43466667,95.5,66.18253847,1,359,5.653333333,5,4.730590755,0,22,51488.75549,14231.3311,213028.8232,2,4516184.415,,
,,,,,,,,,,,,,,,,
96.02133333,92,66.91103206,1,325,5.732666667,5,4.678589484,0,23,50546.01222,14074.65264,267940.83,2,8737754.12,,
,,,,,,,,,,,,,,,,
95.75666667,91.5,66.23402038,1,338,5.582666667,5,4.672240671,0,25,70400.9097,13931.14531,914888.7943,2,33970714.57,,
,,,,,,,,,,,,,,,,
97.198,96,67.38029481,1,348,5.554,4,4.761556188,0,22,47511.69938,9099.880636,188457.031,2,4515205.848,,
,,,,,,,,,,,,,,,,
99.29466667,98,66.31827178,2,350,5.771333333,5,4.714273881,0,24,62855.10495,14268.38639,516653.9288,3,17161372.72,,
,,,,,,,,,,,,,,,,
100.8513333,99,67.79921262,2,360,6.080666667,5,4.721669149,0,26,114299.0756,14533.40704,1952753.439,3,67564433.85,,
,,,,,,,,,,,,,,,,
98.234,101,65.70630039,1,344,5.830666667,5,4.60007169,0,22,46049.10884,14469.24107,178781.9777,2,4512503.42,,
,,,,,,,,,,,,,,,,
99.47866667,99,68.68025586,2,354,6.014666667,5,4.829608496,0,24,61085.57539,14520.99095,458904.7048,3,17160847.58,,
,,,,,,,,,,,,,,,,
97.78333333,95,67.35549759,1,376,5.87,5,4.753079703,0,24,71121.64017,14423.75382,559127.5166,2,17162610.3,,
,,,,,,,,,,,,,,,,
102.7993333,99.5,70.48969948,2,353,6.279333333,5,5.035736248,0,27,166878.8862,14533.40704,3502967.89,3,134713090.3,,
,,,,,,,,,,,,,,,,
100.1946667,92,72.9886254,2,401,6.302666667,5,5.193110136,0,24,92899.06708,14537.48424,696018.8357,3,17161633.23,,
,,,,,,,,,,,,,,,,
107.608,101,70.84236729,1,363,6.546666667,6,5.098086787,0,24,87920.53821,20940.16071,570664.1552,2,17157420.25,,
,,,,,,,,,,,,,,,,
106.6873333,103,71.35167533,2,358,6.527333333,6,5.115980149,0,22,79912.61214,20398.99075,320287.6913,3,4515876.013,,
,,,,,,,,,,,,,,,,
106.9073333,102,69.78835681,1,391,6.419333333,5,4.994479575,0,22,65593.97075,14604.728,243468.7437,2,4517262.207,,
,,,,,,,,,,,,,,,,
108.92,101.5,73.85143826,2,419,6.470666667,5,5.10501122,0,23,72858.08411,14590.13036,316892.4986,3,8735074.666,,
,,,,,,,,,,,,,,,,
111.3706667,105,74.31604542,2,388,6.726666667,6,5.221872802,0,25,90602.75041,21041.69482,891820.5029,3,33974015.13,,
,,,,,,,,,,,,,,,,
114.8613333,107,74.80204613,2,388,6.879333333,6,5.308054216,0,25,152295.9195,21018.39033,1348260.785,3,33970599.38,,
,,,,,,,,,,,,,,,,
122.016,112,79.87226309,1,376,7.412,6,5.632724859,0,25,135543.232,21402.18138,973665.6539,2,33968669.51,,
,,,,,,,,,,,,,,,,
130.7473333,122,79.01175963,1,431,7.851333333,7,5.54014725,0,33,5943918.204,29415.66776,221742043.4,2,8590678304,,
,,,,,,,,,,,,,,,,
119.548,110.5,78.71795875,1,466,6.878,6,5.410155512,0,25,143760.3266,21151.27703,1195464.187,2,33962956.09,,
,,,,,,,,,,,,,,,,
118.51,111,75.80747918,1,404,6.637333333,5,5.449447026,0,24,106197.0592,14593.73492,619400.66,2,17159619.57,,
,,,,,,,,,,,,,,,,
119.4993333,113,81.11131035,1,416,6.713333333,5,5.578335076,0,26,227290.0562,14645.2925,2494188.858,2,67556947.94,,
,,,,,,,,,,,,,,,,
124.1506667,118,79.56252866,1,425,7.258666667,6,5.684225971,0,26,204674.0139,21263.09746,2528674.384,2,67559779.52,,
,,,,,,,,,,,,,,,,
132.0926667,123,77.32180425,1,439,7.419333333,6,5.847805248,0,27,293865.8349,21242.57538,3719648.209,2,134705465.7,,
,,,,,,,,,,,,,,,,
136.298,130.5,79.63188555,1,472,7.852,7,5.922676422,0,28,434582.5797,29220.99859,7161674.161,2,268959837,,
,,,,,,,,,,,,,,,,
139.0626667,133,80.09943033,1,395,7.674666667,6,5.976355485,0,26,248239.126,21257.26885,2060809.421,2,67560578.45,,
,,,,,,,,,,,,,,,,
137.154,129,82.0579528,2,417,7.809333333,6,6.118467637,0,27,442559.0944,21429.46399,4811803.272,3,134708610.3,,
,,,,,,,,,,,,,,,,
138.23,129,81.07415392,1,512,7.898,6,5.958825052,0,26,282547.7926,21391.99738,2164811.94,2,67550183.1,,
,,,,,,,,,,,,,,,,
145.2293333,136,83.23305076,1,483,8.594,8,6.123819396,0,30,1090103.635,38345.66976,27860623.99,2,1074353778,,
,,,,,,,,,,,,,,,,
155.936,152,83.22592487,1,419,9.746666667,10,6.255436746,0,28,831217.4272,62095.47892,9398852.766,2,268965440.1,,
,,,,,,,,,,,,,,,,
151.8406667,148,81.51746201,1,412,9.597333333,10,6.244292825,0,28,626102.1779,61801.24345,7489684.968,2,268972014.6,,
,,,,,,,,,,,,,,,,
152.9806667,149,82.59710422,1,463,9.838,10,6.282336826,0,29,1179912.103,62110.27211,15656287.46,2,537439035.3,,
,,,,,,,,,,,,,,,,
146.5673333,143,83.37294605,1,407,9.466666667,9,6.171835671,0,26,496970.376,50047.29178,3404644.746,2,67561909.98,,
,,,,,,,,,,,,,,,,
150.4226667,146,83.65015254,1,435,9.721333333,10,6.146409105,0,28,825242.4468,60962.01978,8448929.871,2,268960959,,
,,,,,,,,,,,,,,,,
